pl_name,hostname,sy_pnum,discoverymethod,pl_controv_flag,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_bmassprov
KMT-2021-BLG-2294L b,KMT-2021-BLG-2294L,1,Microlensing,0,,1.150000,,,22.24799,0.07000,Mass
KMT-2021-BLG-2294L b,KMT-2021-BLG-2294L,1,Microlensing,0,,1.130000,,,22.24799,0.07000,Mass
KMT-2021-BLG-2294L b,KMT-2021-BLG-2294L,1,Microlensing,0,,0.940000,,,22.24799,0.07000,Mass
KMT-2021-BLG-2294L b,KMT-2021-BLG-2294L,1,Microlensing,0,,1.070000,,,22.24799,0.07000,Mass
KMT-2021-BLG-2478L b,KMT-2021-BLG-2478L,1,Microlensing,0,,1.870000,,,286.04557,0.90000,Mass
KMT-2021-BLG-2478L b,KMT-2021-BLG-2478L,1,Microlensing,0,,1.850000,,,286.04557,0.90000,Mass
KMT-2021-BLG-2478L b,KMT-2021-BLG-2478L,1,Microlensing,0,,1.830000,,,289.22385,0.91000,Mass
KMT-2022-BLG-0371L b,KMT-2022-BLG-0371L,1,Microlensing,0,,3.020000,,,82.63539,0.26000,Mass
KMT-2022-BLG-0371L b,KMT-2022-BLG-0371L,1,Microlensing,0,,3.420000,,,82.63539,0.26000,Mass
KMT-2022-BLG-0440L b,KMT-2022-BLG-0440L,1,Microlensing,0,,4.600000,,,15.30000,0.04814,Mass
KMT-2022-BLG-0440L b,KMT-2022-BLG-0440L,1,Microlensing,0,,1.900000,,,15.40000,0.04845,Mass
KMT-2022-BLG-1013L b,KMT-2022-BLG-1013L,1,Microlensing,0,,1.380000,,,98.52681,0.31000,Mass
KMT-2023-BLG-0416L b,KMT-2023-BLG-0416L,1,Microlensing,0,,2.960000,,,13.03096,0.04100,Mass
KMT-2023-BLG-0416L b,KMT-2023-BLG-0416L,1,Microlensing,0,,3.730000,,,1954.64470,6.15000,Mass
KMT-2023-BLG-0416L b,KMT-2023-BLG-0416L,1,Microlensing,0,,3.040000,,,13.34879,0.04200,Mass
KMT-2023-BLG-0416L b,KMT-2023-BLG-0416L,1,Microlensing,0,,2.320000,,,2116.73719,6.66000,Mass
KMT-2023-BLG-0469L b,KMT-2023-BLG-0469L,1,Microlensing,0,,2.420000,,,39.41072,0.12400,Mass
KMT-2023-BLG-0469L b,KMT-2023-BLG-0469L,1,Microlensing,0,,2.310000,,,39.41072,0.12400,Mass
KMT-2023-BLG-0469L b,KMT-2023-BLG-0469L,1,Microlensing,0,,2.320000,,,39.41072,0.12400,Mass
KMT-2023-BLG-0735L b,KMT-2023-BLG-0735L,1,Microlensing,0,,2.660000,,,38.77507,0.12200,Mass
KMT-2023-BLG-0735L b,KMT-2023-BLG-0735L,1,Microlensing,0,,2.960000,,,38.77507,0.12200,Mass
KMT-2023-BLG-1431L b,KMT-2023-BLG-1431L,1,Microlensing,0,,3.200000,,,13.60000,0.04279,Mass
KMT-2023-BLG-1431L b,KMT-2023-BLG-1431L,1,Microlensing,0,,2.300000,,,13.40000,0.04216,Mass
KMT-2023-BLG-1454L b,KMT-2023-BLG-1454L,1,Microlensing,0,,1.470000,,,244.72787,0.77000,Mass
KMT-2023-BLG-1454L b,KMT-2023-BLG-1454L,1,Microlensing,0,,1.330000,,,177.98391,0.56000,Mass
KMT-2023-BLG-1454L b,KMT-2023-BLG-1454L,1,Microlensing,0,,1.260000,,,95.34852,0.30000,Mass
KMT-2023-BLG-1454L b,KMT-2023-BLG-1454L,1,Microlensing,0,,1.180000,,,200.23190,0.63000,Mass
KMT-2023-BLG-1642L b,KMT-2023-BLG-1642L,1,Microlensing,0,,1.410000,,,343.25468,1.08000,Mass
KMT-2023-BLG-1642L b,KMT-2023-BLG-1642L,1,Microlensing,0,,1.320000,,,406.82036,1.28000,Mass
KMT-2023-BLG-1866L b,KMT-2023-BLG-1866L,1,Microlensing,0,,2.630000,,,2.63000,0.00827,Mass
KMT-2023-BLG-1866L b,KMT-2023-BLG-1866L,1,Microlensing,0,,2.480000,,,3.98000,0.01252,Mass
KMT-2023-BLG-1866L b,KMT-2023-BLG-1866L,1,Microlensing,0,,2.500000,,,3.69000,0.01161,Mass
KOI-12 b,KOI-12,2,Transit,0,17.85521970,0.146300,14.630,1.305,,,
KOI-12 b,KOI-12,2,Transit,0,17.85522760,,,,,,
KOI-12 b,KOI-12,2,Transit,0,17.85518200,0.154000,13.787,1.230,349.61300,1.10000,Mass
KOI-12 b,KOI-12,2,Transit,0,17.85521970,0.146300,14.630,1.305,,,
KOI-12 b,KOI-12,2,Transit,0,17.85521970,0.146300,14.630,1.305,,,
KOI-12 b,KOI-12,2,Transit,0,17.85523330,0.151000,16.029,1.430,3178.30000,10.00000,Mass
KOI-12 b,KOI-12,2,Transit,0,17.85523009,,,,,,
KOI-12 b,KOI-12,2,Transit,0,17.85523290,,,,,,
KOI-12 b,KOI-12,2,Transit,0,17.85523216,,14.598,1.302,,,
KOI-12 b,KOI-12,2,Transit,0,17.85522584,,,,,,
KOI-12 b,KOI-12,2,Transit,0,17.85523000,,17.262,1.540,1690.85560,5.32000,Mass
KOI-12 b,KOI-12,2,Transit,0,,,14.433,1.288,,,
KOI-12 b,KOI-12,2,Transit,0,17.85522168,,,,,,
KOI-12 b,KOI-12,2,Transit,0,17.85514900,0.144000,13.400,1.195,,,
KOI-12 b,KOI-12,2,Transit,0,17.85522168,0.149100,13.160,1.174,,,
KOI-12 b,KOI-12,2,Transit,0,17.85521970,,18.370,1.639,,,
KOI-1257 b,KOI-1257,1,Transit,0,86.64763676,,7.890,0.704,,,
KOI-1257 b,KOI-1257,1,Transit,0,86.64766384,,,,,,
KOI-1257 b,KOI-1257,1,Transit,0,86.64767898,,,,,,
KOI-1257 b,KOI-1257,1,Transit,0,86.64763676,0.352900,7.620,0.680,,,
KOI-1257 b,KOI-1257,1,Transit,0,86.64763676,0.352900,7.620,0.680,,,
KOI-1257 b,KOI-1257,1,Transit,0,86.64764448,0.378600,9.400,0.839,,,
KOI-1257 b,KOI-1257,1,Transit,0,86.64774000,0.355000,7.100,0.633,,,
KOI-1257 b,KOI-1257,1,Transit,0,86.64766100,0.382000,10.540,0.940,460.83000,1.45000,Mass
KOI-1257 b,KOI-1257,1,Transit,0,86.64764448,,,,,,
KOI-1257 b,KOI-1257,1,Transit,0,86.64763676,0.352900,7.620,0.680,,,
KOI-13 b,KOI-13,1,Transit,0,1.76358762,,,,,,
KOI-13 b,KOI-13,1,Transit,0,1.76358770,0.038000,23.000,2.052,,,
KOI-13 b,KOI-13,1,Transit,0,1.76358757,0.038600,25.800,2.302,,,
KOI-13 b,KOI-13,1,Transit,0,1.76358754,0.038600,21.420,1.911,,,
KOI-13 b,KOI-13,1,Transit,0,1.76358757,,,,,,
KOI-13 b,KOI-13,1,Transit,0,1.76358757,0.038600,25.800,2.302,,,
KOI-13 b,KOI-13,1,Transit,0,1.76358757,0.038600,25.800,2.302,,,
KOI-13 b,KOI-13,1,Transit,0,1.76358810,,,,,,
KOI-13 b,KOI-13,1,Transit,0,,,17.627,1.573,,,
KOI-13 b,KOI-13,1,Transit,0,,,20.850,1.860,2637.88000,8.30000,Mass
KOI-13 b,KOI-13,1,Transit,0,1.76358900,,16.197,1.445,,,
KOI-13 b,KOI-13,1,Transit,0,1.76370000,,,,2923.90000,9.20000,Msini
KOI-13 b,KOI-13,1,Transit,0,1.76358799,,15.760,1.406,2070.66245,6.51500,Mass
KOI-13 b,KOI-13,1,Transit,0,1.76358800,0.036410,16.948,1.512,2949.46240,9.28000,Mass
KOI-13 b,KOI-13,1,Transit,0,1.76358920,0.035000,20.500,1.800,,,
KOI-13 b,KOI-13,1,Transit,0,1.76358770,0.037000,22.770,2.030,,,
KOI-13 b,KOI-13,1,Transit,0,1.76358803,,,,,,
KOI-13 b,KOI-13,1,Transit,0,1.76358754,,,,,,
KOI-13 b,KOI-13,1,Transit,0,1.76358757,,17.050,1.521,,,
KOI-13 b,KOI-13,1,Transit,0,1.76358747,,,,,,
KOI-142 b,KOI-142,3,Transit,0,10.91638600,0.098000,3.780,0.337,,,
KOI-142 b,KOI-142,3,Transit,0,10.95307834,,,,,,
KOI-142 b,KOI-142,3,Transit,0,10.91610834,0.095822,3.796,0.339,11.35680,0.03573,Msini
KOI-142 b,KOI-142,3,Transit,0,10.91610834,0.098000,3.930,0.351,,,
KOI-142 b,KOI-142,3,Transit,0,10.95416000,,3.780,0.337,8.70000,0.02700,Mass
KOI-142 b,KOI-142,3,Transit,0,10.91610834,,,,,,
KOI-142 b,KOI-142,3,Transit,0,10.91610834,0.098000,3.930,0.351,,,
KOI-142 b,KOI-142,3,Transit,0,10.91647000,,3.438,0.307,9.50000,0.03000,Mass
KOI-142 b,KOI-142,3,Transit,0,,,3.823,0.341,,,
KOI-142 c,KOI-142,3,Transit Timing Variations,0,22.33950000,0.155250,,,198.80000,0.62600,Mass
KOI-142 c,KOI-142,3,Transit Timing Variations,0,22.26716100,0.154121,,,207.71418,0.65354,Msini
KOI-142 c,KOI-142,3,Transit Timing Variations,0,22.26492000,,,,214.10000,0.67400,Mass
KOI-1599.01,KOI-1599,2,Transit,0,20.40713450,0.147300,1.760,0.157,,,
KOI-1599.01,KOI-1599,2,Transit,0,20.40713450,0.147300,1.760,0.157,,,
KOI-1599.01,KOI-1599,2,Transit,0,20.40748460,,,,,,
KOI-1599.01,KOI-1599,2,Transit,0,20.41724000,0.143000,1.900,0.170,,,
KOI-1599.01,KOI-1599,2,Transit,0,20.40748460,0.147300,2.900,0.259,,,
KOI-1599.01,KOI-1599,2,Transit,0,20.44150000,0.147280,1.900,0.170,4.60000,0.01447,Mass
KOI-1599.01,KOI-1599,2,Transit,0,20.40713450,0.147300,1.760,0.157,,,
KOI-1599.01,KOI-1599,2,Transit,0,20.40857074,,,,,,
KOI-1599.02,KOI-1599,2,Transit,0,13.61645470,,,,,,
KOI-1599.02,KOI-1599,2,Transit,0,13.61634560,0.112500,64.050,5.714,,,
KOI-1599.02,KOI-1599,2,Transit,0,13.61410000,0.109000,1.900,0.170,,,
KOI-1599.02,KOI-1599,2,Transit,0,13.61634560,0.112500,64.050,5.714,,,
KOI-1599.02,KOI-1599,2,Transit,0,13.60880000,0.112293,1.900,0.170,9.00000,0.02832,Mass
KOI-1599.02,KOI-1599,2,Transit,0,13.61645470,0.112500,22.290,1.989,,,
KOI-1599.02,KOI-1599,2,Transit,0,13.61634560,0.112500,64.050,5.714,,,
KOI-1783.01,KOI-1783,2,Transit,0,134.47851890,,,,,,
KOI-1783.01,KOI-1783,2,Transit,0,134.47867230,0.518700,7.500,0.669,,,
KOI-1783.01,KOI-1783,2,Transit,0,134.47850876,,,,,,
KOI-1783.01,KOI-1783,2,Transit,0,134.46280000,,8.860,0.790,71.00000,0.22339,Mass
KOI-1783.01,KOI-1783,2,Transit,0,134.47851890,0.513500,10.520,0.939,,,
KOI-1783.01,KOI-1783,2,Transit,0,134.47972000,0.533000,8.500,0.758,,,
KOI-1783.01,KOI-1783,2,Transit,0,134.47867230,0.518700,7.500,0.669,,,
KOI-1783.01,KOI-1783,2,Transit,0,134.47867230,0.518700,7.500,0.669,,,
KOI-1783.02,KOI-1783,2,Transit,0,284.06095300,0.853900,4.400,0.393,,,
KOI-1783.02,KOI-1783,2,Transit,0,284.06095300,0.853900,4.400,0.393,,,
KOI-1783.02,KOI-1783,2,Transit,0,284.04230000,0.877000,5.200,0.464,,,
KOI-1783.02,KOI-1783,2,Transit,0,284.21500000,,5.440,0.485,15.00000,0.04720,Mass
KOI-1783.02,KOI-1783,2,Transit,0,284.06313700,0.845300,6.360,0.567,,,
KOI-1783.02,KOI-1783,2,Transit,0,284.07309817,,,,,,
KOI-1783.02,KOI-1783,2,Transit,0,284.06313700,,,,,,
KOI-1783.02,KOI-1783,2,Transit,0,284.06095300,0.853900,4.400,0.393,,,
KOI-1831 d,Kepler-324,4,Transit,0,34.20578508,0.194900,1.100,0.098,,,
KOI-1831 d,Kepler-324,4,Transit,0,34.20693950,0.199000,1.130,0.101,,,
KOI-1831 d,Kepler-324,4,Transit,0,34.20693950,0.199000,1.130,0.101,,,
KOI-1831 d,Kepler-324,4,Transit,0,34.19311054,,,,,,
KOI-1831 d,Kepler-324,4,Transit,0,34.20578508,,,,,,
KOI-1831 d,Kepler-324,4,Transit,0,34.16900000,,1.130,0.101,2.23000,0.00702,Mass
KOI-1831 d,Kepler-324,4,Transit,0,34.20690000,0.196000,1.300,0.116,,,
KOI-1831 d,Kepler-324,4,Transit,0,34.20693950,0.199000,1.130,0.101,,,
KOI-1833 d,Kepler-968,3,Transit,0,7.68433241,,,,,,
KOI-1833 d,Kepler-968,3,Transit,0,7.68433346,0.063400,2.580,0.230,,,
KOI-1833 d,Kepler-968,3,Transit,0,7.68433487,0.063200,1.950,0.174,,,
KOI-1833 d,Kepler-968,3,Transit,0,7.68500000,,2.580,0.230,11.02000,0.03467,Mass
KOI-1833 d,Kepler-968,3,Transit,0,7.68433487,0.063200,1.950,0.174,,,
KOI-1833 d,Kepler-968,3,Transit,0,7.68433487,0.063200,1.950,0.174,,,
KOI-1833 d,Kepler-968,3,Transit,0,7.68433346,,,,,,
KOI-217 b,KOI-217,1,Transit,0,3.90508194,,,,,,
KOI-217 b,KOI-217,1,Transit,0,3.90508198,0.048500,13.140,1.172,,,
KOI-217 b,KOI-217,1,Transit,0,3.90508198,0.048500,13.140,1.172,,,
KOI-217 b,KOI-217,1,Transit,0,3.90508100,0.047000,11.700,1.044,,,
KOI-217 b,KOI-217,1,Transit,0,3.90508198,0.048500,13.140,1.172,,,
KOI-217 b,KOI-217,1,Transit,0,,,12.505,1.116,,,
KOI-217 b,KOI-217,1,Transit,0,3.90508168,,,,,,
KOI-217 b,KOI-217,1,Transit,0,3.90512604,,14.550,1.298,,,
KOI-217 b,KOI-217,1,Transit,0,3.90508168,0.048500,12.780,1.140,,,
KOI-217 b,KOI-217,1,Transit,0,3.90508240,,,,,,
KOI-217 b,KOI-217,1,Transit,0,3.90508198,,13.080,1.167,,,
KOI-217 b,KOI-217,1,Transit,0,3.90512000,0.047700,12.442,1.110,,,
KOI-2513.01,KOI-2513,1,Transit,0,19.00537199,0.141200,103.230,9.210,,,
KOI-2513.01,KOI-2513,1,Transit,0,19.00547000,0.500000,2.802,0.250,7310.05336,23.00000,Mass
KOI-2513.01,KOI-2513,1,Transit,0,19.00540980,0.141200,28.470,2.540,,,
KOI-2513.01,KOI-2513,1,Transit,0,19.00545000,0.146000,12.600,1.124,,,
KOI-2513.01,KOI-2513,1,Transit,0,19.00537199,0.141200,103.230,9.210,,,
KOI-2513.01,KOI-2513,1,Transit,0,19.00537199,0.141200,103.230,9.210,,,
KOI-2513.01,KOI-2513,1,Transit,0,19.00540980,,,,,,
KOI-2513.01,KOI-2513,1,Transit,0,19.00535884,,,,,,
KOI-3503 b,KOI-3503,2,Transit,0,21.18761850,0.146200,0.790,0.070,,,
KOI-3503 b,KOI-3503,2,Transit,0,21.18500000,,1.190,0.106,9.20000,0.02895,Mass
KOI-3503 b,KOI-3503,2,Transit,0,21.18758460,0.145700,0.770,0.069,,,
KOI-3503 b,KOI-3503,2,Transit,0,21.18761850,,,,,,
KOI-3503 b,KOI-3503,2,Transit,0,21.18758460,0.145700,0.770,0.069,,,
KOI-3503 b,KOI-3503,2,Transit,0,21.18758460,0.145700,0.770,0.069,,,
KOI-3503 c,KOI-3503,2,Transit,0,31.82800000,,1.210,0.108,10.36000,0.03260,Mass
KOI-3503 c,KOI-3503,2,Transit,0,31.82453040,0.191100,0.800,0.071,,,
KOI-3503 c,KOI-3503,2,Transit,0,31.82453040,0.191100,0.800,0.071,,,
KOI-3503 c,KOI-3503,2,Transit,0,31.82453040,,,,,,
KOI-351 b,KOI-351,8,Transit,0,7.00823300,0.075000,1.160,0.103,,,
KOI-351 b,KOI-351,8,Transit,0,7.00828076,0.070900,1.150,0.103,,,
KOI-351 b,KOI-351,8,Transit,0,,,1.302,0.116,,,
KOI-351 b,KOI-351,8,Transit,0,7.00823498,,,,,,
KOI-351 b,KOI-351,8,Transit,0,7.00828076,0.070900,1.150,0.103,,,
KOI-351 b,KOI-351,8,Transit,0,7.00815100,0.074000,1.310,0.117,,,
KOI-351 b,KOI-351,8,Transit,0,7.00821787,,,,,,
KOI-351 b,KOI-351,8,Transit,0,7.00821787,0.073800,1.290,0.115,,,
KOI-351 b,KOI-351,8,Transit,0,7.00828076,0.074164,1.300,0.116,,,
KOI-351 c,KOI-351,8,Transit,0,8.71982853,0.082100,1.290,0.115,,,
KOI-351 c,KOI-351,8,Transit,0,8.71982853,0.082100,1.290,0.115,,,
KOI-351 c,KOI-351,8,Transit,0,8.71989000,0.087000,1.360,0.121,,,
KOI-351 c,KOI-351,8,Transit,0,8.71937500,0.089000,1.190,0.106,,,
KOI-351 c,KOI-351,8,Transit,0,8.71980135,0.085400,1.530,0.136,,,
KOI-351 c,KOI-351,8,Transit,0,8.71982853,0.085794,1.445,0.129,,,
KOI-351 c,KOI-351,8,Transit,0,8.71980135,,,,,,
KOI-351 c,KOI-351,8,Transit,0,,,1.544,0.138,,,
KOI-351 c,KOI-351,8,Transit,0,8.71975915,,,,,,
KOI-351 d,KOI-351,8,Transit,0,59.73703480,0.296000,2.550,0.227,,,
KOI-351 d,KOI-351,8,Transit,0,,,2.866,0.256,,,
KOI-351 d,KOI-351,8,Transit,0,59.73714430,0.308000,2.840,0.253,,,
KOI-351 d,KOI-351,8,Transit,0,59.73667000,0.320000,2.870,0.256,,,
KOI-351 d,KOI-351,8,Transit,0,59.73679190,,,,,,
KOI-351 d,KOI-351,8,Transit,0,59.73703480,0.309468,2.866,0.256,,,
KOI-351 d,KOI-351,8,Transit,0,59.73703480,0.296000,2.550,0.227,,,
KOI-351 d,KOI-351,8,Transit,0,59.73714430,,,,,,
KOI-351 d,KOI-351,8,Transit,0,59.73716000,0.312000,2.500,0.223,,,
KOI-351 d,KOI-351,8,Transit,0,59.73721246,,,,,,
KOI-351 e,KOI-351,8,Transit,0,91.93933735,,,,,,
KOI-351 e,KOI-351,8,Transit,0,91.94069000,0.416000,2.250,0.201,,,
KOI-351 e,KOI-351,8,Transit,0,,,2.646,0.236,,,
KOI-351 e,KOI-351,8,Transit,0,91.94046030,0.394500,2.320,0.207,,,
KOI-351 e,KOI-351,8,Transit,0,91.94012530,,,,,,
KOI-351 e,KOI-351,8,Transit,0,91.93984249,,,,,,
KOI-351 e,KOI-351,8,Transit,0,91.93913000,0.420000,2.660,0.237,,,
KOI-351 e,KOI-351,8,Transit,0,91.94046030,0.394500,2.320,0.207,,,
KOI-351 e,KOI-351,8,Transit,0,91.94012530,0.410500,2.620,0.234,,,
KOI-351 e,KOI-351,8,Transit,0,91.94046030,0.412532,2.612,0.233,,,
KOI-351 f,KOI-351,8,Transit,0,124.91633700,0.484000,2.460,0.219,,,
KOI-351 f,KOI-351,8,Transit,0,,,3.402,0.304,,,
KOI-351 f,KOI-351,8,Transit,0,124.92251600,,,,,,
KOI-351 f,KOI-351,8,Transit,0,124.91440000,0.480000,2.880,0.257,,,
KOI-351 f,KOI-351,8,Transit,0,124.92251600,0.503600,3.370,0.301,,,
KOI-351 f,KOI-351,8,Transit,0,124.91633700,0.484000,2.460,0.219,,,
KOI-351 f,KOI-351,8,Transit,0,124.91349729,,,,,,
KOI-351 f,KOI-351,8,Transit,0,124.91633700,0.506057,2.770,0.247,,,
KOI-351 g,KOI-351,8,Transit,0,210.59334066,,,,,,
KOI-351 g,KOI-351,8,Transit,0,210.60311050,0.716852,7.718,0.689,22.70578,0.07144,Msini
KOI-351 g,KOI-351,8,Transit,0,210.59659000,0.724000,6.800,0.607,,,
KOI-351 g,KOI-351,8,Transit,0,210.60138430,,,,,,
KOI-351 g,KOI-351,8,Transit,0,210.60300000,,8.070,0.720,254.26400,0.80000,Mass
KOI-351 g,KOI-351,8,Transit,0,210.60311050,0.685600,6.860,0.612,,,
KOI-351 g,KOI-351,8,Transit,0,210.59351330,,,,,,
KOI-351 g,KOI-351,8,Transit,0,210.60697000,0.710000,8.100,0.723,,,
KOI-351 g,KOI-351,8,Transit,0,210.60138430,0.713300,7.700,0.687,,,
KOI-351 g,KOI-351,8,Transit,0,,,7.766,0.693,,,
KOI-351 g,KOI-351,8,Transit,0,210.60311050,0.685600,6.860,0.612,,,
KOI-351 h,KOI-351,8,Transit,0,331.59727320,0.965400,10.890,0.972,,,
KOI-351 h,KOI-351,8,Transit,0,331.64300000,0.980000,9.800,0.874,,,
KOI-351 h,KOI-351,8,Transit,0,331.60100000,,11.321,1.010,381.39600,1.20000,Mass
KOI-351 h,KOI-351,8,Transit,0,,,10.987,0.980,,,
KOI-351 h,KOI-351,8,Transit,0,331.60059000,1.010000,11.300,1.008,,,
KOI-351 h,KOI-351,8,Transit,0,331.60110810,,11.440,1.021,,,
KOI-351 h,KOI-351,8,Transit,0,331.59727320,,,,,,
KOI-351 h,KOI-351,8,Transit,0,331.60110810,0.927900,10.010,0.893,,,
KOI-351 h,KOI-351,8,Transit,0,331.60110810,0.970206,11.252,1.004,235.74952,0.74175,Msini
KOI-351 h,KOI-351,8,Transit,0,331.60110810,0.927900,10.010,0.893,,,
KOI-351 h,KOI-351,8,Transit,0,331.60110810,0.927900,10.010,0.893,,,
KOI-3680 b,KOI-3680,1,Transit,0,141.24164672,0.531900,10.640,0.949,,,
KOI-3680 b,KOI-3680,1,Transit,0,141.24164672,0.531900,10.640,0.949,,,
KOI-3680 b,KOI-3680,1,Transit,0,141.24164672,0.531900,10.640,0.949,,,
KOI-3680 b,KOI-3680,1,Transit,0,141.24154050,0.520500,11.490,1.025,,,
KOI-3680 b,KOI-3680,1,Transit,0,141.24154050,,,,,,
KOI-3680 b,KOI-3680,1,Transit,0,141.24167100,0.534000,11.097,0.990,613.41190,1.93000,Mass
KOI-3680 b,KOI-3680,1,Transit,0,141.24174303,,,,,,
KOI-4777.01,KOI-4777,1,Transit,0,0.82400012,0.011300,0.420,0.037,,,
KOI-4777.01,KOI-4777,1,Transit,0,0.82400012,0.011300,0.420,0.037,,,
KOI-4777.01,KOI-4777,1,Transit,0,0.82400012,,,,,,
KOI-4777.01,KOI-4777,1,Transit,0,0.41200000,0.008000,0.510,0.045,99.20000,0.31212,Mass
KOI-4777.01,KOI-4777,1,Transit,0,0.82400012,0.011300,0.420,0.037,,,
KOI-4978 b,KOI-4978,1,Transit,0,0.94196700,,0.700,0.062,,,
KOI-55 b,KOI-55,2,Orbital Brightness Modulation,1,0.24010400,0.006000,0.759,0.068,0.44000,0.00140,Mass
KOI-55 c,KOI-55,2,Orbital Brightness Modulation,1,0.34288700,0.007600,0.867,0.077,0.65500,0.00210,Mass
KOI-7368 b,KOI-7368,1,Transit,0,6.84293900,,,,,,
KOI-7368 b,KOI-7368,1,Transit,0,6.84303440,,2.220,0.198,,,
KOI-7368 b,KOI-7368,1,Transit,0,6.84293900,0.067800,3.940,0.352,,,
KOI-7368 b,KOI-7368,1,Transit,0,6.84293900,,,,,,
KOI-7913 b,KOI-7913 A,1,Transit,0,24.27855300,,2.340,0.209,,,
KOI-7913 b,KOI-7913 A,1,Transit,0,24.27838010,,,,,,
KOI-7913 b,KOI-7913 A,1,Transit,0,24.27838010,0.145600,2.030,0.181,,,
KOI-94 b,KOI-94,4,Transit,0,3.74317556,0.048500,1.550,0.138,,,
KOI-94 b,KOI-94,4,Transit,0,,,1.557,0.139,,,
KOI-94 b,KOI-94,4,Transit,0,3.74317556,,1.580,0.141,,,
KOI-94 b,KOI-94,4,Transit,0,3.74317556,0.048500,1.550,0.138,,,
KOI-94 b,KOI-94,4,Transit,0,3.74324500,0.051000,1.730,0.154,,,
KOI-94 b,KOI-94,4,Transit,0,3.74316827,,,,,,
KOI-94 b,KOI-94,4,Transit,0,3.74317556,0.048500,1.550,0.138,,,
KOI-94 b,KOI-94,4,Transit,0,3.74320800,0.051190,1.710,0.153,10.50000,0.03300,Mass
KOI-94 b,KOI-94,4,Transit,0,3.74312602,,,,,,
KOI-94 b,KOI-94,4,Transit,0,3.74316673,0.048800,1.500,0.134,,,
KOI-94 b,KOI-94,4,Transit,0,3.74317556,0.049815,1.638,0.146,5.75695,0.01805,Msini
KOI-94 b,KOI-94,4,Transit,0,3.74316673,,,,,,
KOI-94 c,KOI-94,4,Transit,0,10.42367777,0.096000,3.660,0.327,,,
KOI-94 c,KOI-94,4,Transit,0,10.42400000,,3.800,0.339,7.80000,0.02454,Mass
KOI-94 c,KOI-94,4,Transit,0,10.42367777,0.096000,3.660,0.327,,,
KOI-94 c,KOI-94,4,Transit,0,10.42367777,0.096000,3.660,0.327,,,
KOI-94 c,KOI-94,4,Transit,0,10.42367777,,3.720,0.332,,,
KOI-94 c,KOI-94,4,Transit,0,10.42370700,0.101000,4.220,0.376,,,
KOI-94 c,KOI-94,4,Transit,0,10.42367777,0.098601,3.864,0.345,6.20426,0.01952,Msini
KOI-94 c,KOI-94,4,Transit,0,10.42363688,,,,,,
KOI-94 c,KOI-94,4,Transit,0,10.42368920,,,,9.40000,0.02958,Mass
KOI-94 c,KOI-94,4,Transit,0,10.42367744,0.096700,3.720,0.332,,,
KOI-94 c,KOI-94,4,Transit,0,10.42367100,,,,,,
KOI-94 c,KOI-94,4,Transit,0,10.42368297,,,,,,
KOI-94 c,KOI-94,4,Transit,0,10.42367744,,,,,,
KOI-94 c,KOI-94,4,Transit,0,,,3.861,0.344,,,
KOI-94 c,KOI-94,4,Transit,0,10.42364800,0.101300,4.320,0.385,15.60000,0.04900,Mass
KOI-94 d,KOI-94,4,Transit,0,22.34296958,,9.950,0.888,,,
KOI-94 d,KOI-94,4,Transit,0,22.34296958,0.159600,9.770,0.872,,,
KOI-94 d,KOI-94,4,Transit,0,22.34296958,0.159600,9.770,0.872,,,
KOI-94 d,KOI-94,4,Transit,0,22.34297100,,,,,,
KOI-94 d,KOI-94,4,Transit,0,22.34297117,,,,,,
KOI-94 d,KOI-94,4,Transit,0,22.34296949,,,,,,
KOI-94 d,KOI-94,4,Transit,0,22.34296483,,,,,,
KOI-94 d,KOI-94,4,Transit,0,22.34296483,0.160700,9.990,0.891,,,
KOI-94 d,KOI-94,4,Transit,0,22.34287730,,11.336,1.011,,,
KOI-94 d,KOI-94,4,Transit,0,22.34300100,0.168000,11.400,1.017,,,
KOI-94 d,KOI-94,4,Transit,0,22.34297040,,,,52.10000,0.16392,Mass
KOI-94 d,KOI-94,4,Transit,0,22.34296959,0.163918,10.311,0.920,79.60183,0.25046,Msini
KOI-94 d,KOI-94,4,Transit,0,22.34297200,,,,,,
KOI-94 d,KOI-94,4,Transit,0,22.34298900,0.168400,11.270,1.005,106.00000,0.33400,Mass
KOI-94 d,KOI-94,4,Transit,0,22.34296958,0.159600,9.770,0.872,,,
KOI-94 d,KOI-94,4,Transit,0,,,10.377,0.926,,,
KOI-94 d,KOI-94,4,Transit,0,22.34300000,,10.100,0.901,58.40000,0.18375,Mass
KOI-94 e,KOI-94,4,Transit,0,54.31998605,0.288500,5.790,0.517,,,
KOI-94 e,KOI-94,4,Transit,0,54.31996151,,,,,,
KOI-94 e,KOI-94,4,Transit,0,54.31993000,0.305000,6.730,0.600,,,
KOI-94 e,KOI-94,4,Transit,0,,,6.310,0.563,,,
KOI-94 e,KOI-94,4,Transit,0,54.31998605,,5.890,0.525,,,
KOI-94 e,KOI-94,4,Transit,0,54.32002000,,,,,,
KOI-94 e,KOI-94,4,Transit,0,54.31998605,0.296373,6.116,0.546,8.09386,0.02547,Msini
KOI-94 e,KOI-94,4,Transit,0,,,8.921,0.796,,,
KOI-94 e,KOI-94,4,Transit,0,54.31996151,0.290600,6.070,0.542,,,
